features,score
v20,0.0024317105974259383
v56_DJ,0.002430714338614894
v76,0.0024285615532910177
v47_I,0.0024271409230010566
v90,0.002424802056529204
v109,0.0024199031397713474
v112_L,0.0024026325632671088
v48,0.0023988427130643927
v35,0.002398438399918102
v51,0.0023983039533947473
v119,0.0023955147274041036
v70,0.0023936982931074707
v27,0.002392217481539246
v130,0.002390649979889836
v79_J,0.002389999171639329
v77,0.002388929595110713
v69,0.0023875794367987932
v80,0.002380275063482086
v13,0.0023777359208178466
v99,0.0023734089682295964
v104,0.002369642049280819
v1,0.0023691522636965336
v97,0.002368271439943639
v28,0.00236223456629166
v42,0.002362081135615723
v96,0.0023589900284924177
v112_U,0.0023589082981096965
v2,0.002354994869671235
v126,0.0023503027776500527
v56_CN,0.0023455571401294795
v125_AF,0.0023425265116949158
v116,0.002342484356714303
v47_J,0.0023389723792531978
v21,0.002334371401100657
v113_G,0.0023331881285329906
v113_AC,0.002330519711437207
v125_BX,0.0023289034536124313
v125_AO,0.002326158017275908
v47_G,0.0023127740062938063
v4,0.002309927387904883
v54,0.0023076180446648096
v124,0.002306795087281911
v18,0.0023011869483478666
v85,0.0022998103647739934
v125_BM,0.002287984638214365
v112_T,0.0022710860822179944
v59,0.0022691011030749283
v5,0.0022652092348485094
v41,0.002256861424720771
v112_N,0.002251916459189297
v120,0.0022477244068633754
v125_BK,0.0022460840549034526
v112_R,0.002237155912957537
v115,0.0022345224965471472
v91_F,0.0022280401530757866
v47_E,0.002214589300496195
v23,0.0022059693174623527
v56_DX,0.002205432015489334
v113_AE,0.0022047963737762215
v108,0.002204701107877442
v113_AJ,0.002199181045189856
v30_G,0.002195319391965738
v125_AG,0.0021920044838116388
v113_Y,0.002188440296018052
v71_B,0.0021749915809874667
v14,0.0021742752748328113
v56_AW,0.002170997855224089
v63,0.002159115384749144
v82,0.0021534384636000695
v92,0.0021467823805569135
v102,0.0021419358811044513
v112_P,0.002136451310001325
v79_F,0.002126189635984012
v46,0.0021218274708298215
v52_I,0.0021210297988864275
v125_AZ,0.0021188406159427394
v125_BI,0.002103826291625422
v52_G,0.0020899010018437213
v107_C,0.002085302371569381
v17,0.0020839472042895935
v125_H,0.0020482475163827274
v125_A,0.0020464889209498628
v56_AS,0.00204560964749452
v125_BY,0.0020439916036128123
v52_J,0.002039243943128998
v105,0.0020365123825149623
v125_F,0.002033764903527537
v56_CF,0.0019935185978299645
v113_B,0.001991533920902891
v113_AD,0.0019777912903508306
v91_A,0.001972163069378149
v113_AB,0.0019563767156324905
v113_A,0.0019473590655231523
v91_G,0.0019470657827979111
v91_C,0.001942427839601337
v91_B,0.0019268117708658701
v79_I,0.0019193701576637188
v52_D,0.0018861080432382884
v52_E,0.0018854641526059107
v113_AF,0.0018841318284655395
v56_AG,0.0018813826176499457
v8,0.0018747545850752786
v125_G,0.0018724813091869266
v125_BJ,0.0018659012229866676
v125_BV,0.0018626369566209957
v125_AN,0.001850541492800883
v125_BR,0.0018498237491107424
v79_H,0.0018473087821392383
v56_BA,0.0018328901150491646
v107_D,0.0018159489465880926
v112_nan,0.0018123072077849722
v113_D,0.0018071546637822775
v113_T,0.0017649192943388862
v112_J,0.001738132007560609
v125_CE,0.001716701065498299
v113_Q,0.0017146507497599382
v52_B,0.001702988878225966
v125_AW,0.0016888389479570586
v112_A,0.001687987371302468
v112_I,0.0016790926949477871
v125_S,0.0016646543530794244
v56_U,0.001663190959150819
v125_AI,0.0016468533109802906
v52_H,0.0016430806060193316
v56_BS,0.0016274439440237937
v56_Z,0.0016211527832674804
v125_E,0.0016055398699662022
v112_E,0.0015947647336085015
v113_I,0.0015897481291835072
v52_A,0.0015874052067887333
v91_E,0.0015733090926785237
v52_F,0.001545796352212708
v125_P,0.0015290348054922123
v71_C,0.0015280969009111409
v125_D,0.0014953242241202262
v107_A,0.0014749105120784776
v125_BB,0.001447534744771123
v125_BC,0.0014465336517487995
v52_C,0.0014418595936153671
v112_O,0.0014189139043359698
v112_D,0.00140935271898949
v56_AO,0.0013860666636543236
v56_BH,0.0013716032438227323
v112_K,0.0012364183871112564
v113_W,0.0012334436209370323
v125_BQ,0.0012303371951452424
v125_CD,0.0012215850499030256
v56_A,0.0012191701647179093
v30_E,0.001215299230026621
v125_CG,0.001207796331734989
v125_nan,0.0011552600773698826
v79_M,0.001154589324558116
v52_K,0.0011434340527219967
v125_K,0.0010985303050881985
v56_DS,0.0010941761074575924
v125_AK,0.0010760798987846808
v113_L,0.0010681014193013986
v107_B,0.0009159663420301881
v112_H,0.0008979770578039256
v125_BW,0.0008610468991625612
v52_L,0.0007713107031721013
v113_V,0.0006922850403142349
v125_BD,0.0006434962623360617
v125_AC,0.0006251313226070135
v112_M,0.00043873462856948507
v113_X,0.0003388109477231308
v125_BP,0.0003329223211595306
v125_AM,0.0003241252873974576
v31_B,0.0003207950920347342
v125_X,0.00020612956032479827
v125_AB,4.268093996686892e-05
